1617432596652,1.0
1617432601022,1.0
1617433209786,1.0
1617433213263,1.0
1617433329929,1.0
1617433380492,1.0
1617474788706,1.0
1617474806956,1.0
1617474840436,1.0
1617513794849,1.01
1617513789682,1.01
1617513805950,1.01
1617513916543,1.01
1617515168300,1.01
<<<<<<< Updated upstream
=======
1617516168147,1.01
1617518179434,1.01
1617518180137,1.01
1617518199666,1.01
1617518215344,1.01
1617518282970,1.01
1617518410811,1.01
1617518442821,1.01
1617518529638,1.01
1617519054469,1.01
1617519070456,1.01
1617519084453,1.01
1617519879547,1.01
1617519883341,1.01
1617519886875,1.01
1617519890205,1.01
1617555262095,1.0
1617555479252,1.0
1617555624814,1.0
1617555951548,1.0
1617555964178,1.0
1617556043085,1.0
1617556049090,1.0
1617556085629,1.0
1617556142905,1.0
1617556155111,1.0
1617556198156,1.0
1617556207478,1.0
1617556411832,1.0
1617556452894,1.0
1617556495155,1.0
1617556524675,1.0
1617556622364,1.0
1617556721735,1.0
1617556724974,1.0
1617556787760,1.0
1617556843725,1.0
1617556844351,1.0
1617556854027,1.0
1617556858183,1.0
1617556928865,1.0
1617556934510,1.0
1617556990122,1.0
1617556994179,1.0
1617557020799,1.0
1617557081486,1.0
1617557117308,1.0
1617557189960,1.0
1617557334461,1.0
1617557466105,1.0
1617557472944,1.0
1617557507601,1.0
1617557517399,1.0
1617557631771,1.0
1617557644455,1.0
1617557879273,1.0
1617557888542,1.0
1617558037637,1.0
1617558070283,1.0
1617558137675,1.0
1617558186584,1.0
1617558241898,1.0
1617558257141,1.0
1617558366536,1.0
1617558443476,1.0
1617558577684,1.0
1617558578979,1.0
1617558582394,1.0
1617558605517,1.0
1617558788235,1.0
1617558819930,1.0
1617558823713,1.0
1617558824774,1.0
1617558828851,1.0
1617559331417,1.0
1617559332868,1.0
1617559339444,1.0
1617559370517,1.0
1617559475140,1.0
1617559560550,1.0
1617559916627,1.0
1617560428197,1.0
1617560938201,1.0
1617560999300,1.0
1617561104273,1.0
1617561167711,1.0
1617561228831,1.0
1617561358899,1.0
1617561361919,1.0
1617561394203,1.0
1617561421419,1.0
1617561512696,1.0
1617561513625,1.0
1617561519844,1.0
1617561545787,1.0
1617561772624,1.0
1617561810813,1.0
1617561811779,1.0
1617561908531,1.0
1617561910010,1.0
1617561977825,1.0
1617561992801,1.0
1617562086817,1.0
1617562092782,1.0
1617562099037,1.0
1617562169603,1.0
1617562213647,1.0
1617562367173,1.0
1617562373613,1.0
1617562431281,1.0
1617579099695,1.0
1617579101851,1.0
1617579141846,1.0
1617579180035,1.0
1617579512689,1.0
1617579519951,1.0
1617579629404,1.0
1617579761244,1.0
1617579848397,1.0
>>>>>>> Stashed changes
1617580383993,1.0
1617580643344,1.0
1617580741229,1.0
1617580773992,1.0
