1617432596652,217.06
1617432601022,217.14
1617433209786,217.38
1617433213263,217.6
1617433329929,217.43
1617433380492,217.52
1617474788706,206.11
1617474806956,206.11
1617474840436,206.11
1617513794849,200.73
1617513789682,200.63
1617513805950,200.63
1617513916543,200.73
1617515168300,199.58
<<<<<<< Updated upstream
=======
1617516168147,200.14
1617518179434,200.28
1617518180137,200.4
1617518199666,200.32
1617518215344,200.28
1617518282970,200.31
1617518410811,200.18
1617518442821,200.18
1617518529638,200.31
1617519054469,200.65
1617519070456,200.78
1617519084453,200.78
1617519879547,201.05
1617519883341,201.05
1617519886875,200.94
1617519890205,201.05
1617555262095,203.76
1617555479252,203.68
1617555624814,203.68
1617555951548,203.91
1617555964178,204.03
1617556043085,204.03
1617556049090,204.06
1617556085629,204.06
1617556142905,204.06
1617556155111,204.06
1617556198156,204.03
1617556207478,204.06
1617556411832,204.11
1617556452894,204.11
1617556495155,204.09
1617556524675,204.09
1617556622364,203.93
1617556721735,203.93
1617556724974,203.99
1617556787760,203.93
1617556843725,203.93
1617556844351,203.93
1617556854027,203.93
1617556858183,203.93
1617556928865,203.93
1617556934510,203.93
1617556990122,204.12
1617556994179,204.12
1617557020799,204.12
1617557081486,204.13
1617557117308,204.13
1617557189960,204.12
1617557334461,204.51
1617557466105,204.52
1617557472944,204.52
1617557507601,204.5
1617557517399,204.52
1617557631771,204.74
1617557644455,204.77
1617557879273,204.75
1617557888542,204.65
1617558037637,204.65
1617558070283,204.78
1617558137675,204.77
1617558186584,204.78
1617558241898,204.8
1617558257141,204.8
1617558366536,204.8
1617558443476,204.8
1617558577684,204.92
1617558578979,204.92
1617558582394,204.96
1617558605517,204.96
1617558788235,204.88
1617558819930,204.94
1617558823713,204.88
1617558824774,204.94
1617558828851,204.88
1617559331417,205.31
1617559332868,205.08
1617559339444,205.31
1617559370517,205.08
1617559475140,205.31
1617559560550,205.36
1617559916627,205.67
1617560428197,205.22
1617560938201,205.28
1617560999300,205.27
1617561104273,205.28
1617561167711,205.26
1617561228831,205.22
1617561358899,205.22
1617561361919,205.22
1617561394203,205.13
1617561421419,205.22
1617561512696,205.2
1617561513625,205.2
1617561519844,205.22
1617561545787,205.13
1617561772624,205.08
1617561810813,205.08
1617561811779,205.21
1617561908531,205.1
1617561910010,205.1
1617561977825,205.1
1617561992801,205.08
1617562086817,204.69
1617562092782,205.1
1617562099037,205.1
1617562169603,204.69
1617562213647,204.69
1617562367173,204.84
1617562373613,204.69
1617562431281,204.84
1617579099695,204.68
1617579101851,204.78
1617579141846,204.78
1617579180035,204.77
1617579512689,204.63
1617579519951,204.63
1617579629404,204.63
1617579761244,204.57
1617579848397,204.57
>>>>>>> Stashed changes
1617580383993,204.26
1617580643344,204.1
1617580741229,204.06
1617580773992,204.1
