1617432596652,2134.74
1617432601022,2135.25
1617433209786,2137.19
1617433213263,2138.05
1617433329929,2137.72
1617433380492,2138.15
1617474788706,2069.26
1617474806956,2069.26
1617474840436,2069.26
1617513789682,2041.71
1617513794849,2041.1
1617513805950,2041.71
1617513916543,2041.1
1617515168300,2031.22
<<<<<<< Updated upstream
=======
1617516168147,2036.58
1617518179434,2038.13
1617518180137,2038.75
1617518199666,2038.8
1617518215344,2038.13
1617518282970,2038.95
1617518410811,2038.87
1617518442821,2038.87
1617518529638,2038.95
1617519054469,2042.14
1617519070456,2045.04
1617519084453,2045.04
1617519879547,2047.28
1617519883341,2047.28
1617519886875,2047.81
1617519890205,2047.28
1617555262095,2088.36
1617555479252,2088.13
1617555624814,2088.13
1617555951548,2088.47
1617555964178,2087.93
1617556043085,2087.93
1617556049090,2088.41
1617556085629,2088.41
1617556142905,2088.41
1617556155111,2087.6
1617556198156,2087.93
1617556207478,2088.41
1617556411832,2088.74
1617556452894,2088.74
1617556495155,2088.77
1617556524675,2088.77
1617556622364,2089.4
1617556721735,2089.4
1617556724974,2088.8
1617556787760,2089.4
1617556843725,2088.88
1617556844351,2088.88
1617556854027,2088.88
1617556858183,2088.88
1617556928865,2088.88
1617556934510,2089.4
1617556990122,2088.98
1617556994179,2089.03
1617557020799,2089.03
1617557081486,2090.32
1617557117308,2090.32
1617557189960,2089.03
1617557334461,2090.52
1617557466105,2090.54
1617557472944,2090.54
1617557507601,2090.43
1617557517399,2090.54
1617557631771,2093.79
1617557644455,2092.19
1617557879273,2093.99
1617557888542,2093.73
1617558037637,2093.73
1617558070283,2094.21
1617558137675,2093.78
1617558186584,2094.21
1617558241898,2093.66
1617558257141,2093.66
1617558366536,2093.66
1617558443476,2093.66
1617558577684,2094.15
1617558578979,2094.15
1617558582394,2093.78
1617558605517,2093.78
1617558788235,2093.82
1617558819930,2093.32
1617558823713,2093.82
1617558824774,2093.32
1617558828851,2093.82
1617559331417,2093.49
1617559332868,2091.9
1617559339444,2093.49
1617559370517,2091.9
1617559475140,2093.49
1617559560550,2094.32
1617559916627,2096.03
1617560428197,2090.38
1617560938201,2092.56
1617560999300,2092.38
1617561104273,2092.56
1617561167711,2090.96
1617561228831,2090.7
1617561358899,2090.7
1617561361919,2090.7
1617561394203,2087.88
1617561421419,2090.7
1617561512696,2088.79
1617561513625,2088.79
1617561519844,2090.7
1617561545787,2087.88
1617561772624,2087.68
1617561810813,2087.68
1617561811779,2088.72
1617561908531,2087.7
1617561910010,2087.7
1617561977825,2087.7
1617561992801,2087.68
1617562086817,2086.35
1617562092782,2087.7
1617562099037,2087.7
1617562169603,2086.35
1617562213647,2086.35
1617562367173,2086.03
1617562373613,2086.35
1617562431281,2086.03
1617579099695,2091.82
1617579101851,2093.25
1617579141846,2093.42
1617579180035,2093.01
1617579512689,2094.26
1617579519951,2094.26
1617579629404,2094.26
1617579761244,2096.12
1617579848397,2096.12
>>>>>>> Stashed changes
1617580383993,2094.79
1617580643344,2093.57
1617580741229,2093.43
1617580773992,2093.57
